stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,61.3,0,0,0,8.17,0,0,0
72hpf,1.07,29.95,4.28,0,2.14,32.09,1.07,0,4.28
21Day,0,24.09,0,1.34,2.68,18.74,0,1.34,2.68
3Month,0,5.44,0,10.56,0.96,1.6,0,1.28,0.64
22Month,0,2.73,0,3.83,0.55,3.28,0,0,0
