stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,0,20.43,8.17
72hpf,0,1.07,0,0,12.84,5.35
21Day,4.02,13.39,0,0,6.69,5.35
3Month,0.64,0,0.32,0,0,0
22Month,4.37,0,1.64,0.55,0,0
