stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other
24hpf,0,0,0,0,0,8.17,0
72hpf,0,1.07,0,0,0,3.21,0
21Day,0,4.02,0,1.34,1.34,4.02,0
22Month,0.55,0,0.55,0,0,0,0.55
