stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,4.09,0,0
72hpf,1.07,0,0,2.14,50.28,0,1.07
21Day,4.02,0,0,0,24.09,1.34,0
3Month,0,0.32,0,0,0,0.64,0
22Month,1.09,0,0.55,0,0,0,0
