stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,4.09,16.35,0,0,4.09,0,0,0,0
72hpf,0,8.56,0,0,1.07,0,1.07,1.07,7.49
21Day,0,12.05,0,0,0,0,4.02,0,6.69
3Month,0,12.16,0.32,1.28,0.96,1.28,0.32,0,1.6
22Month,0,48.11,0.55,0.55,4.37,0.55,0,0,2.19
