stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Stromal
24hpf,0,4.09,0,0,20.43,0,0
72hpf,0,10.7,0,0,9.63,0,0
21Day,0,8.03,0,4.02,0,0,0
3Month,0,24.64,1.28,2.24,0,0,0.96
22Month,0.55,71.61,0,2.19,0.55,1.09,0
