stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
72hpf,3.21,0,0,0,0,6.42,1.07
21Day,10.71,2.68,0,5.35,1.34,4.02,2.68
3Month,10.24,0.32,0.96,4.8,0,0,0.32
22Month,14.21,0,0,5.47,0.55,0.55,0
