stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,4.09,0,4.09,0,44.95,0,0,16.35
72hpf,2.14,0,0,0,55.63,0,0,4.28
21Day,0,0,0,0,9.37,0,0,4.02
3Month,6.08,8.64,1.92,0,1.92,0,0.32,3.2
22Month,15.85,0.55,4.92,0.55,1.09,1.09,0.55,1.09
