stage,Epithelial,Germ,Neuron,Stromal
24hpf,0,0,8.17,0
72hpf,0,0,1.07,0
21Day,0,0,1.34,1.34
3Month,0.32,1.28,0,0
22Month,0.55,1.09,0,0
