stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,4.09,0,0,0,40.86,12.26
72hpf,1.07,0,0,0,0,0
3Month,4.48,0.32,41.91,0.32,0,0
22Month,1.64,0,1.64,0,0,0
