stage,Epithelial,Germ,Immune,Muscle,Neuron,Other
24hpf,4.09,0,0,0,0,0
72hpf,0,0,0,0,2.14,0
21Day,52.2,0,5.35,0,10.71,0
3Month,17.92,1.28,0.64,0.64,0,0
22Month,27.33,0,3.28,0,0,1.09
