stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,8.17,0,8.17,0,12.26,0,16.35
72hpf,0,5.35,0,1.07,0,1.07,0,11.77
21Day,0,1.34,0,0,0,0,2.68,9.37
3Month,1.28,5.76,0.32,23.04,0.32,0.32,0.96,4.16
22Month,0.55,3.83,0,1.64,1.09,0,0,1.09
