stage,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,0,0,4.09,4.09,0
72hpf,0,0,0,7.49,0
21Day,2.68,0,0,0,1.34
3Month,0.32,0.64,0.64,0,0
