stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
72hpf,0,1.07,0,0,0,1.07,0,1.07
21Day,0,1.34,0,0,0,0,0,2.68
3Month,0,8.64,0.32,0.32,4.16,0,0,0
22Month,0.55,7.65,0,0,0.55,0,0.55,0
