stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,4.09,0,0,0
72hpf,0,5.35,0,0,0,1.07,0,0,1.07
21Day,0,0,0,0,0,0,0,0,8.03
3Month,0.96,8.32,0.64,3.52,0,0,0,0.32,8
22Month,0.55,2.73,0,0,1.09,0,0.55,0,3.28
