stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
72hpf,2.14,0,0,37.44,0,1.07
21Day,2.68,1.34,0,9.37,0,0
3Month,2.88,5.44,0.64,0,0.64,0
22Month,2.73,0.55,0.55,0,0.55,0
