stage,Epithelial,Erythroid,Germ,Muscle,Neuron,Stromal
24hpf,0,0,0,4.09,0,0
72hpf,0,8.56,0,0,1.07,0
21Day,0,0,0,0,0,1.34
3Month,0.64,0,4.8,0.32,0,0.32
