stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0,0,1.07,1.07,0
21Day,1.34,1.34,1.34,0,0,0
3Month,1.28,0,1.28,0,0,0.32
22Month,2.73,0.55,0.55,0,0,0
