stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,0,8.17,0,0,98.07,0,0
72hpf,0,2.14,0,0,1.07,0,0
21Day,0,6.69,0,0,12.05,1.34,0
3Month,1.92,12.48,0.32,0.96,36.47,1.28,0.32
22Month,1.64,3.83,0,0,29.52,0,0
