stage,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,28.6,0,4.09
72hpf,8.56,3.21,0,7.49,0,1.07
21Day,6.69,0,0,4.02,1.34,1.34
3Month,0.64,0.32,0.32,0.32,0,0
22Month,1.64,0,0,0,0,0
