stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,0,0,0,0,20.43,0,0
72hpf,4.28,2.14,0,0,4.28,255.68,0,4.28
21Day,5.35,1.34,0,5.35,1.34,153.93,1.34,14.72
22Month,4.37,0,0.55,0,0,0,0,0
