stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,8.17,4.09,0,0
72hpf,0,0,0,19.26,1.07,0,0
21Day,1.34,1.34,0,107.08,4.02,2.68,2.68
3Month,0.64,0,0.32,2.24,0,0,0
22Month,1.09,0,0,0,0.55,0,0
