stage,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,28.6,0
72hpf,0,1.07,1.07,9.63,1.07
21Day,6.69,2.68,4.02,10.71,1.34
3Month,0.64,0.32,0,0,0
