stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,0,0,0,0,28.6,0,44.95
72hpf,0,0,0,0,1.07,1.07,0,1.07
21Day,9.37,0,0,0,0,1.34,1.34,2.68
3Month,273.56,0.64,8.64,4.8,0.96,0.64,0.64,3.52
22Month,59.59,1.09,12.57,0.55,1.09,0.55,0,2.19
