stage,Epithelial,Erythroid,Germ,Muscle,Neuron,Stromal
72hpf,1.07,0,0,0,24.61,5.35
21Day,5.35,1.34,0,2.68,30.79,8.03
22Month,1.09,0,0.55,0,0,0
