stage,Epithelial,Germ,Immune,Neuron,Stromal
72hpf,2.14,0,3.21,37.44,1.07
21Day,1.34,0,0,41.49,0
3Month,0.96,1.28,1.92,1.92,0
22Month,0,2.73,0.55,0,0
