stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,4.09,0,8.17,4.09,49.04,4.09
72hpf,0,4.28,0,0,1.07,21.4,5.35
21Day,0,14.72,0,12.05,1.34,5.35,14.72
3Month,0.96,12.48,1.28,3.84,0.64,0.64,3.84
22Month,0.55,1.64,0,1.64,0,0,0
