stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,4.09,0,0
72hpf,2.14,0,0,17.12,2.14,0,2.14
21Day,12.05,0,0,8.03,1.34,0,4.02
3Month,1.28,0.32,0.32,0,0,0.32,0.32
22Month,8.2,0,0.55,0.55,0,0,0.55
