stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,0,0,8.56,0,0,0
21Day,0,9.37,0,0,0,12.05,0,1.34,0
3Month,0.32,59.19,0,0.96,0.96,0,0,0.64,0.96
22Month,0,115.34,1.09,0.55,1.64,1.09,2.19,0,1.64
