stage,Epithelial,Erythroid,Immune,Neuron,Stromal
72hpf,0,0,0,1.07,0
21Day,25.43,1.34,4.02,0,1.34
3Month,5.44,0,1.28,0,0
22Month,9.84,0,3.83,0.55,1.09
