stage,Epithelial,Immune,Neuron,Other,Secretory,Stromal
24hpf,4.09,4.09,0,0,0,0
72hpf,7.49,1.07,0,0,0,0
21Day,10.71,6.69,2.68,0,0,0
3Month,5.12,2.88,0,0,0.32,0
22Month,20.23,10.93,0,0.55,0,0.55
