stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,0,8.17,0,0
72hpf,0,68.47,5.35,0,0,1.07,190.42,1.07,63.12
21Day,2.68,14.72,4.02,0,5.35,6.69,258.34,1.34,30.79
3Month,0,7.36,0.32,0.96,1.92,0.96,32.31,0.32,1.92
22Month,0,16.4,0.55,0.55,14.21,0.55,47.01,0,15.31
