stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,4.09,0,0,0,4.09,8.17,0,0,4.09
72hpf,0,0,1.07,0,1.07,1.07,0,0,1.07
21Day,0,0,0,1.34,0,1.34,0,0,0
3Month,0,4.16,0.32,43.83,2.88,0,0,0.32,1.6
22Month,0,10.93,0,100.04,2.19,0.55,1.09,0,1.09
