stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Secretory,Stromal
24hpf,0,4.09,0,0,0,0,0,0
72hpf,0,2.14,0,0,0,0,0,0
21Day,0,1.34,0,0,0,0,0,0
3Month,0.64,29.76,0.32,0.32,3.52,0.64,0.64,0.32
22Month,0,3.83,0,0,0.55,0.55,0,0
