stage,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,4.09,0
72hpf,0,0,1.07,0,0
21Day,4.02,1.34,0,0,0
3Month,0,0,0.64,0,0.32
22Month,1.09,0.55,1.09,0.55,0
