stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,8.17,0,0,8.17,0,196.15,0,4.09
72hpf,1.07,11.77,0,0,0,1.07,62.05,1.07,10.7
21Day,0,18.74,2.68,0,1.34,1.34,30.79,1.34,12.05
3Month,0,2.56,0,2.88,0.96,0,0.32,0,0
22Month,1.09,3.28,0,0,0.55,0,0.55,1.09,0
