stage,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,0,16.35,0,0
72hpf,0,0,7.49,0,0
21Day,0,0,4.02,1.34,2.68
3Month,0.64,0.64,0,0,0
