stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
72hpf,1.07,0,0,1.07,2.14,1.07
21Day,1.34,0,0,0,0,0
3Month,0,0.96,0.32,0,0,0.32
22Month,0.55,1.64,0,0,0,0
