stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,0,0,0,4.09
72hpf,0,1.07,0,0,0,0,0,0,0
21Day,0,1.34,1.34,0,0,0,0,0,0
3Month,0.32,12.8,69.43,5.12,0.32,0.32,0,0.64,0.96
22Month,0.55,36.08,23.51,5.47,0,0.55,6.01,0.55,2.19
