stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
21Day,56.22,2.68,0,1.34,5.35,0,2.68
3Month,5.12,0,2.88,1.92,0,0.64,0.96
22Month,5.47,0,1.64,1.64,0,0,0
