stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
72hpf,1.07,0,0,0,24.61,0
21Day,2.68,2.68,0,92.36,17.4,2.68
3Month,1.6,0,0.32,16.96,0.64,0.32
22Month,1.09,0,0,4.92,0,0
