stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,8.17,0,0,0,36.78,0,0,0
72hpf,2.14,0,0,0,9.63,1.07,0,1.07
21Day,0,8.03,0,2.68,2.68,0,1.34,1.34
3Month,2.56,0,2.56,0.32,0,0,0,0
