stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
72hpf,1.07,0,0,0,0,2.14,0,0
21Day,10.71,1.34,0,0,0,1.34,0,6.69
3Month,2.24,0,0.32,0.32,0.64,0,0,4.48
22Month,6.56,0,0,2.19,0,0,0.55,1.09
