stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,24.52,69.47,0,0,4.09
72hpf,2.14,7.49,2.14,0,2.14,46,0,1.07,6.42
21Day,0,8.03,9.37,16.06,1.34,20.08,0,0,14.72
3Month,0,14.4,0.32,10.88,0.32,0.96,0,1.28,0.96
22Month,0.55,19.68,0.55,8.2,0,0,1.64,0,0
