stage,Endothelial,Epithelial,Muscle,Neuron,Stromal
24hpf,0,20.43,0,0,0
72hpf,1.07,11.77,1.07,2.14,5.35
21Day,0,6.69,1.34,2.68,6.69
22Month,0,1.64,0,0,0
