stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,4.09,0,0,28.6,24.52,0,0,16.35
72hpf,1.07,4.28,3.21,0,1.07,18.19,0,1.07,2.14
21Day,0,6.69,0,0,2.68,4.02,0,0,5.35
3Month,0,0.64,0,0.64,0.96,0,0,0,0
22Month,0,16.95,0.55,0,3.83,0,1.64,0,0
