stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
72hpf,2.14,0,0,0,42.79,1.07
21Day,1.34,0,0,0,4.02,0
3Month,0.96,0,0,0.32,2.56,0
22Month,8.2,0.55,0.55,0.55,0,0
