stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,4.09,0,0,0,0,4.09,0,0
72hpf,0,1.07,0,0,0,5.35,22.47,0,0
21Day,0,2.68,1.34,0,65.59,16.06,62.91,0,1.34
3Month,0,5.44,0.32,8.64,17.6,0,0.64,0,0.32
22Month,0.55,3.83,0,1.09,9.29,0,0.55,1.09,0.55
