stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
72hpf,1.07,0,0,0,8.56,1.07
21Day,0,0,0,2.68,5.35,0
3Month,5.12,0.64,0.64,0,0.64,0.32
22Month,10.39,5.47,0.55,0,0,0.55
