stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,0,1.07,0,0,0,0,0,0
21Day,0,0,0,0,2.68,0,0,1.34
3Month,0.32,30.72,0.96,1.28,0,0,0.32,0.64
22Month,0,16.95,0,1.09,0,0.55,0,1.09
