stage,Epithelial,Germ,Neuron,Other,Stromal
72hpf,0,0,1.07,0,1.07
21Day,1.34,1.34,0,0,0
3Month,2.88,18.56,0,0,0.32
22Month,2.73,0,0,0.55,0
