stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,28.6,0,0
72hpf,0,0,0,0,22.47,0,9.63
21Day,0,0,0,0,13.39,0,2.68
3Month,6.4,14.08,3.84,0.64,0,0,1.28
22Month,23.51,0,4.92,0,0,1.64,1.09
