stage,Epithelial,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,4.09,0,0,4.09
72hpf,0,0,0,2.14,0,0
3Month,0.64,0.32,0,0,0,0
22Month,1.09,0,0,0,0.55,0
