stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
21Day,68.27,5.35,0,2.68,1.34,4.02
3Month,8.96,0,0.64,0,0,0.32
22Month,20.23,0,0.55,0,0,0
