stage,Endothelial,Epithelial,Germ,Neuron,Stromal
24hpf,0,4.09,0,12.26,0
72hpf,1.07,0,0,8.56,1.07
21Day,0,1.34,0,0,1.34
3Month,0,0.32,1.6,0,0
