stage,Epithelial,Erythroid,Germ,Immune,Neuron
24hpf,0,0,0,0,4.09
72hpf,0,0,0,0,5.35
21Day,0,1.34,0,2.68,1.34
3Month,0.64,0,2.24,0,0
22Month,0,0,2.73,0,0
