stage,Epithelial,Germ,Muscle,Neuron,Other,Stromal
24hpf,0,0,8.17,8.17,0,0
72hpf,0,0,0,1.07,0,0
3Month,20.16,1.28,0,0,0,0.32
22Month,12.57,0,0,0,0.55,0.55
