stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,8.17,0,0,0
72hpf,0,0,0,0,0,97.35,0,0,6.42
21Day,0,1.34,0,1.34,0,72.28,0,1.34,4.02
3Month,0,3.52,0.64,0.64,0,0,0,0,0
22Month,1.09,18.59,2.73,4.92,0.55,1.64,2.19,0.55,0.55
