stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,4.09,0,4.09,0,0
72hpf,1.07,0,0,0,10.7,0,3.21
21Day,2.68,0,1.34,1.34,8.03,1.34,5.35
3Month,6.4,15.04,0.96,0.32,2.24,1.6,6.4
22Month,8.2,0,1.64,0,1.64,0.55,1.64
