stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,8.17,0,0,4.09,12.26,0,0,0
72hpf,1.07,3.21,0,0,0,49.21,5.35,2.14,0
21Day,1.34,8.03,0,0,2.68,33.46,0,1.34,8.03
3Month,0.32,53.43,1.28,1.6,0.32,1.28,0,0.96,0.96
22Month,0.55,91.84,1.64,3.83,0.55,0,4.37,0,1.09
