stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,32.69,0,0,0
72hpf,2.14,6.42,0,0,0,19.26,0,0,4.28
21Day,0,6.69,0,1.34,2.68,13.39,0,0,2.68
3Month,2.56,4.8,3.84,0,0,0.64,0.32,0.32,0.64
22Month,0.55,9.29,0,2.19,2.19,0.55,0,0.55,0.55
