stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1238.18,0,0,0,0,57.21,0,0
72hpf,572.34,3.21,0,0,1.07,39.58,0,13.91
21Day,436.36,8.03,0,5.35,1.34,21.42,4.02,14.72
3Month,53.43,0,0.64,1.28,0.32,0,0,0.32
