stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,4.09,0,0
72hpf,3.21,0,0,0,0,0,0,18.19
21Day,0,0,0,0,0,1.34,0,22.76
3Month,1.92,0.32,4.48,0.96,0.64,0.96,0,49.91
22Month,3.28,0,1.64,1.09,0,7.65,1.09,4.92
