stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,12.26,114.42,0,40.86
72hpf,2.14,2.14,0,0,25.67,26.74,0,78.09
21Day,5.35,1.34,0,0,16.06,9.37,2.68,101.73
3Month,0.64,0,0,0.32,0.64,0.32,0.32,1.92
22Month,3.83,0,0.55,1.09,0,0,0,1.09
